id,name,source,raw_gene_count,annotated_gene_count,gene_set_group_id,gene_set_sha256,source_record_count,mixed_source
ath00603,Glycosphingolipid biosynthesis,KEGG,11,11,GSG_0b4f9da5d4f9c0d0,0b4f9da5d4f9c0d08e49774af66f6977cfe74298ce16e963a732cae1de768c08,1,False
ath00620,Pyruvate metabolism,KEGG,97,96,GSG_ac9a918ca42ed8e6,ac9a918ca42ed8e6423f32583e34cafc1e9db0538f1d547acdf4a7caee5e511f,1,False
ath00630,Glyoxylate and dicarboxylate metabolism,KEGG,81,80,GSG_fbc2a2b38081cd0b,fbc2a2b38081cd0b5886cffef6d0fa9a6288a187f8fe9b4d916173f7fa74cbdc,1,False
ath00640,Propanoate metabolism,KEGG,42,41,GSG_51f5dc62c3018d5d,51f5dc62c3018d5d364aaf307d41a61156d708c297985f92da91c1986d44f4ed,1,False
ath00650,Butanoate metabolism,KEGG,20,20,GSG_e53ac3515d141eb4,e53ac3515d141eb49a6b40fde509c929bd8a641a9416fb075f4e170586977676,1,False
ath00660,C5-Branched dibasic acid metabolism,KEGG,7,7,GSG_05d738474fb36033,05d738474fb360335bf5262964cb4963ba2929129bd3b905fbb0391308cc7d04,1,False
ath00670,One carbon pool by folate,KEGG,42,42,GSG_e6be601e44d60b61,e6be601e44d60b613ce1e56a6fdcc6e1514b451e0ed3d20a61293b2f938d3233,1,False
ath00710,Carbon fixation by Calvin cycle,KEGG,71,70,GSG_21ab25385b23c569,21ab25385b23c5691e7551c409c4815ed7c3e482bf4418ed5ee8c447c272bce6,1,False
ath00730,Thiamine metabolism,KEGG,21,21,GSG_956c1c7a0cf8a3e7,956c1c7a0cf8a3e766a21dd1d9f4bf95cb312e16f1c24e973e937c929e4ee96f,1,False
ath00740,Riboflavin metabolism,KEGG,20,20,GSG_765a5fbe51ad5398,765a5fbe51ad5398dd57cc2077b1abb700104b0410c0ea303f183e287eb0fbde,1,False
ath00750,Vitamin B6 metabolism,KEGG,15,15,GSG_28d397c5c4fbbbf1,28d397c5c4fbbbf1db4e1c361dc5d8d4d9e06a5d91c9db69fa72c9af52eb1d21,1,False
ath00760,Nicotinate and nicotinamide metabolism,KEGG,26,26,GSG_763e4b9a95af2278,763e4b9a95af2278068221bdf0c4fc1c69c6ee599934e8f96a3579a645e78580,1,False
ath00770,Pantothenate and CoA biosynthesis,KEGG,34,34,GSG_04f362b18a8b8ad7,04f362b18a8b8ad7c6b81175aadee9a8ce3b8e66215cb984afcf639f43d3f2bf,1,False
ath00780,Biotin metabolism,KEGG,16,16,GSG_305ea72d75f5903d,305ea72d75f5903d61de4500edca6feec0b1659ea1b76a58f71c2e627a49c279,1,False
ath00785,Lipoic acid metabolism,KEGG,36,36,GSG_f2a56521d1fa20bd,f2a56521d1fa20bd092a13070cc6afc951a55d5a74d7bd4a1cdd7bfe1d70f775,1,False
ath00790,Folate biosynthesis,KEGG,32,32,GSG_00de1262d2c7fc2b,00de1262d2c7fc2bef3e3a730dc841afab420ac56d61ed0e4e19fc0a574c8fae,1,False
ath00860,Porphyrin metabolism,KEGG,57,57,GSG_5ea5928c32da1fcb,5ea5928c32da1fcbec16492cbfb0c0a14479d6700a797fb0cab1f348093f0a54,1,False
ath00900,Terpenoid backbone biosynthesis,KEGG,61,61,GSG_8aa0cd56316e91b3,8aa0cd56316e91b36bbfef51eedda30e1abe32d4891b7ee42098f44dd2c150c6,1,False
ath00901,Indole alkaloid biosynthesis,KEGG,5,5,GSG_21e8d3cec0a67f50,21e8d3cec0a67f50e3880328385c7f1517f833968ca49612b98df81da6a7083b,1,False
ath00902,Monoterpenoid biosynthesis,KEGG,7,7,GSG_3886f8b3238917a9,3886f8b3238917a91d5212b5cb5664fb43c27cd69c6b9e7b8331c885d8c1fcf1,1,False
ath00904,Diterpenoid biosynthesis,KEGG,25,25,GSG_5f2c389dfe0edd99,5f2c389dfe0edd991530f43ab3aa8830b3ad5e09ea8973adf15e011d653c8c33,1,False
ath00905,Brassinosteroid biosynthesis,KEGG,9,9,GSG_98fe1a1ad25c346d,98fe1a1ad25c346d084ea1c64e0da313af4bec93288435f18db9becc50be9a1a,1,False
ath00906,Carotenoid biosynthesis,KEGG,32,32,GSG_43a9e22dd2780a27,43a9e22dd2780a27177a2451cf83188831f2a1085586dbe0a188aec9c706ef8d,1,False
ath00908,Zeatin biosynthesis,KEGG,32,32,GSG_6dfe7c0cc1acda3a,6dfe7c0cc1acda3a37af119ee882dc2eb14e608355f52f6a63ff8d59165337e7,1,False
ath00909,Sesquiterpenoid and triterpenoid biosynthesis,KEGG,23,23,GSG_a8c2f833b78e4c90,a8c2f833b78e4c9023bf3a475b585be1c1a59f62dd9b9e6a1e8f89f87741be7e,1,False
ath00910,Nitrogen metabolism,KEGG,43,43,GSG_19104c30848351b8,19104c30848351b82fa94c45dc8e2aa06fdbe304c473dbe23941fbe28f0dd98a,1,False
ath00920,Sulfur metabolism,KEGG,40,40,GSG_e46ef14b554dc8ad,e46ef14b554dc8added9b9df7627c29c382ff83f555b0c28695fead868754f9d,1,False
ath00940,Phenylpropanoid biosynthesis,KEGG,130,130,GSG_f2adc12dccff93d0,f2adc12dccff93d029a5764b066a9d731d66007ad85820c3a60b2bf71846c07e,1,False
ath00941,Flavonoid biosynthesis,KEGG,25,25,GSG_2355f6ae91c7907a,2355f6ae91c7907a55ee4f22c33fc4a64c9117a18ec2df9184a91a2dd304bc6b,1,False
ath00945,"Stilbenoid, diarylheptanoid and gingerol biosynthesis",KEGG,9,9,GSG_d51a6ec9526df48e,d51a6ec9526df48ec1cb66f8793352d4854b095bb06104a2d1f64d88753ea817,1,False
ath00950,Isoquinoline alkaloid biosynthesis,KEGG,22,22,GSG_2cd1b2a1ef36072f,2cd1b2a1ef36072f6ec853e6bb58bbef960513f5da2bf9838dd5770f719d7f8f,1,False
ath00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",KEGG,39,39,GSG_050cc261ff707dfa,050cc261ff707dfae1d6c31f28ffe1cb6bf91bb3e430c1330a2a0d703e8b23b5,1,False
ath00966,Glucosinolate biosynthesis,KEGG,26,26,GSG_1e31027189e299c8,1e31027189e299c89cc28149736cd4e0439e79bd5c0406bcd9c20780ac8584b7,1,False
ath00970,Aminoacyl-tRNA biosynthesis,KEGG,691,653,GSG_1d71c822477c2d92,1d71c822477c2d927364826e2e02c65fd374e098b0f45824f78c5b4092d41861,1,False
ath00999,Biosynthesis of various plant secondary metabolites,KEGG,70,70,GSG_bd65912183d65792,bd65912183d65792b3d9904a3dedda03fb291f9d0e69f58883f647b248e76f14,1,False
ath01040,Biosynthesis of unsaturated fatty acids,KEGG,25,25,GSG_99d48fbbf6704f92,99d48fbbf6704f92b17a1f4f9e51d667c7992ddd31a496a1734ceaa1e9b68ad0,1,False
ath01100,Metabolic pathways,KEGG,2429,2384,GSG_da473b999c9b3b62,da473b999c9b3b62d4e7cccdb107a60a9005bee72fe2a4ed95f456b055aafabf,1,False
ath01110,Biosynthesis of secondary metabolites,KEGG,1374,1372,GSG_11abfdfe8176a951,11abfdfe8176a951b13cef82ea1e4dd8212dba1ef8b4ea3568c04327205d467d,1,False
ath01200,Carbon metabolism,KEGG,275,273,GSG_87f9eaef5c149a9a,87f9eaef5c149a9a9a8016c75dd62aebacfa2663da2d81295736e22f76bf72a7,1,False
ath01210,2-Oxocarboxylic acid metabolism,KEGG,103,103,GSG_e8dba8990434228f,e8dba8990434228f6c24f3b227eeb50a4beb7b4fad296f14d85caae62f56f068,1,False
ath01212,Fatty acid metabolism,KEGG,70,68,GSG_09a8e491fb2eabe6,09a8e491fb2eabe61358076f88ed88bf847128afede28532e206fcaa355f0e9c,1,False
ath01230,Biosynthesis of amino acids,KEGG,242,242,GSG_6925cc2b195311e0,6925cc2b195311e0888cf023d5338164f353b8d7db03ab43ba4f1afb17c48024,1,False
ath01232,Nucleotide metabolism,KEGG,84,84,GSG_90a3fb5b624f28fa,90a3fb5b624f28fa9439cf861942840510beb78a138d27727957d68b9b7ab18e,1,False
ath01240,Biosynthesis of cofactors,KEGG,239,239,GSG_65c5d45c0403e43d,65c5d45c0403e43d0b154c875526d12cf6894c0e34e770806018d722e1b72c93,1,False
ath01250,Biosynthesis of nucleotide sugars,KEGG,101,101,GSG_009ade37f07701a9,009ade37f07701a93d350cc2f3c5dafd4cdf096050d02737d863d658177c6d9e,1,False
ath01320,Sulfur cycle,KEGG,21,21,GSG_d3ce2fef209e0cc0,d3ce2fef209e0cc0b5cb78c6a18da65d1056034cd1070331587f9241b832161e,1,False
ath02010,ABC transporters,KEGG,68,68,GSG_f4f01298d69134d5,f4f01298d69134d545af0eb8eb3b9d464aa3f2e4d8aa30ae302567392beb481a,1,False
ath03008,Ribosome biogenesis in eukaryotes,KEGG,98,98,GSG_d3ab6523274cb6bb,d3ab6523274cb6bba2d7c00ca1ad0e240022334dca1df34e57612e1b192fe78f,1,False
ath03010,Ribosome,KEGG,386,354,GSG_b5eb9399c6bb5f5d,b5eb9399c6bb5f5d1bd7577f9bab8128830ed343f6512e6920b71310675e4044,1,False
ath03013,Nucleocytoplasmic transport,KEGG,105,105,GSG_4b04c30c22b2885a,4b04c30c22b2885ad73c44b10aa16eb6fa674a2d9893411b721fafa84a660c89,1,False
ath03015,mRNA surveillance pathway,KEGG,119,119,GSG_44ad34b39ed29e74,44ad34b39ed29e74240403ccfe7ce7537b657831e3b3d7202b5753b6e5c76f71,1,False
ath03018,RNA degradation,KEGG,114,114,GSG_c0fb78c2c4fbbea6,c0fb78c2c4fbbea67bc8c0980dc12e90c24f46948198901178aedf7f7bb59c8f,1,False
ath03020,RNA polymerase,KEGG,52,48,GSG_06b38c0366c69b81,06b38c0366c69b813499fc575af76a684eff98e1734c4b8c7eece1a9a7eb95d1,1,False
ath03022,Basal transcription factors,KEGG,55,55,GSG_e472783280baffc0,e472783280baffc062af6728c9770fd19e8af1299326077e75a84144806aa0ba,1,False
ath03030,DNA replication,KEGG,43,43,GSG_df21e270bea8f752,df21e270bea8f752ba426ca31ac9baa8790221b89fa58d6fb4226e30005141e3,1,False
ath03040,Spliceosome,KEGG,243,216,GSG_7ca762f14d3eff15,7ca762f14d3eff15958d1a78cd5726ec92e6728bc789d73e65c71a52a4bfb50d,1,False
ath03050,Proteasome,KEGG,61,61,GSG_e59c55866f4929de,e59c55866f4929dea2df63db343962c3f7e02f078796abc4436904b2d60dcb14,1,False
ath03060,Protein export,KEGG,62,62,GSG_2f054b236cb66724,2f054b236cb6672425db2c9b02c9d394c404db4be807934108cdf0aada693805,1,False
ath03082,ATP-dependent chromatin remodeling,KEGG,64,64,GSG_19e09ca57b1a6db9,19e09ca57b1a6db9471456f10921218c6256311ed5a46d3f40ce8cbdbceca8d3,1,False
ath03083,Polycomb repressive complex,KEGG,69,69,GSG_51fd1eefb16cdea4,51fd1eefb16cdea4d64e263e374f12ed600eda79b095c5fd90f2153e497c371e,1,False
ath03250,Viral life cycle,KEGG,39,39,GSG_c36d6ee93057e5a7,c36d6ee93057e5a752ecac00d7224b5717225a0b72c65f0d7e4348f21f2a8e36,1,False
ath03272,Virion,KEGG,12,12,GSG_1fa2e8edfea51c13,1fa2e8edfea51c1343fa5ebb729ff6d669df7eb37370e4d1d132881c22c5efde,1,False
ath03410,Base excision repair,KEGG,50,50,GSG_a21401796f024ca0,a21401796f024ca0e6c28f8385c3a0cbb79a4ef4a3b5e74c1927954f78eda9de,1,False
ath03420,Nucleotide excision repair,KEGG,85,85,GSG_b49aa6ec81cf15f7,b49aa6ec81cf15f7501f8e888d421431ad1623789a89fe0299fd977aa834bf12,1,False
ath03430,Mismatch repair,KEGG,32,32,GSG_8d6c42e945c78f27,8d6c42e945c78f273635b3a4911a7fe64add15f0b724bf8be117b3bf5c4fe75b,1,False
ath03440,Homologous recombination,KEGG,60,60,GSG_1d0fc64e4b88c9db,1d0fc64e4b88c9dbd182559ac4ee7eff7c89638b1be13bdfa78b841638a857d4,1,False
ath03450,Non-homologous end-joining,KEGG,8,8,GSG_17f63fbfbef32a7f,17f63fbfbef32a7f9ae41dc1d05149066e79bae3d59c83a35e2d738287586451,1,False
ath03460,Fanconi anemia pathway,KEGG,46,46,GSG_f89a3944c306ec70,f89a3944c306ec7007aad7737b5580b563d5eb3e61dbcb717c1ffee019236884,1,False
ath04016,MAPK signaling pathway,KEGG,146,146,GSG_d79c41f75b0fd9a2,d79c41f75b0fd9a2917f2fbc70a1d825742e2d429c183a494ed6f4a4625e2b34,1,False
ath04070,Phosphatidylinositol signaling system,KEGG,79,79,GSG_37ce43b6676cf0de,37ce43b6676cf0de2a1c3c1c454dca69eb66603b3f8cbb8141e1722477a06115,1,False
ath04075,Plant hormone signal transduction,KEGG,433,433,GSG_3fd24f85f3a8a25f,3fd24f85f3a8a25fddf94e15c86d8d2d89e3ea95827b3450a857d0afcc7e41ec,1,False
ath04081,Hormone signaling,KEGG,8,8,GSG_0c4dbefcd762d1d6,0c4dbefcd762d1d6745502f90db9897f79d397e31d352abe8173a8ea1543ce7b,1,False
ath04082,Neuroactive ligand signaling,KEGG,9,9,GSG_d045539cdbb32fbb,d045539cdbb32fbbe64361abacfcbc4278788827e6f40cbcaa4b8ae0eed06b39,1,False
ath04120,Ubiquitin mediated proteolysis,KEGG,163,163,GSG_54e307d6bf2f4476,54e307d6bf2f4476ba243bd98fec098b1deb50fb3e1e180bc7bb87be0688ae0e,1,False
ath04122,Sulfur relay system,KEGG,13,13,GSG_71fa6cc90adcbf99,71fa6cc90adcbf9918098dd969ec2c2025a77795652f69efbea4f70f21f0964f,1,False
ath04130,SNARE interactions in vesicular transport,KEGG,55,55,GSG_fafd1c144fb646f0,fafd1c144fb646f009bed8858d9f084e7360343b62183b4ae167b017311136be,1,False
ath04136,Autophagy,KEGG,41,41,GSG_4a09db108df4afb3,4a09db108df4afb3fe582752308419332a2adc4ea46b0db51c0c3a28501adb88,1,False
ath04141,Protein processing in endoplasmic reticulum,KEGG,223,223,GSG_44f6ef957029a921,44f6ef957029a921d38a13a3a5406a38d025d07505bd9c3498144ec99f87dec3,1,False
ath04142,Lysosome biogenesis,KEGG,193,192,GSG_97ef67769995aed7,97ef67769995aed73590725cd66253b11b98934e713119434eb1d1ce1a991b79,1,False
ath04144,Endocytosis,KEGG,156,156,GSG_29fb87491a1963a7,29fb87491a1963a75db747f5b67e216ab3f1b66b56a32817cf15f795b37087c5,1,False
ath04145,Phagosome,KEGG,87,87,GSG_9e08fe82399dd327,9e08fe82399dd3279b194117f879a7978ecaaac01fcde0af94dd527eccf4f52e,1,False
ath04146,Peroxisome,KEGG,90,90,GSG_5315e4f900cd05f2,5315e4f900cd05f228b4e0bb76eab0725ed32bc288c370a28a128b932f0de8fe,1,False
ath04148,Efferocytosis,KEGG,53,53,GSG_ea475900ee5ce5a5,ea475900ee5ce5a58a9877ac29d738fb8e22dabda14f1fc84d4f529abda3a547,1,False
ath04382,Cornified envelope formation,KEGG,35,35,GSG_e1e0ef747fca3d29,e1e0ef747fca3d29deb85704446866b18ec1d9d8a397b85c84064cf952222039,1,False
ath04517,IgSF CAM signaling,KEGG,50,50,GSG_0e0fd1316c7f72f4,0e0fd1316c7f72f496918b1cce102ca7bd0abee0daa30e5dd1a9c45ba875d49c,1,False
ath04518,Integrin signaling,KEGG,14,14,GSG_db63b405a84f983c,db63b405a84f983c9bf9f3256903b33ae7a738ed115a41a390c71348e9aebe68,1,False
ath04519,Cadherin signaling,KEGG,65,65,GSG_38c190d55595901c,38c190d55595901c5d2a969c3d1e5b2b7b7ddd66878a057d85df28e40a798199,1,False
ath04620,Toll-like receptor signaling pathway,KEGG,15,15,GSG_0a0353d7d12654e8,0a0353d7d12654e81b5d3ed2eafddf784c2cf180b73f8d21e14961a59d598d33,1,False
ath04626,Plant-pathogen interaction,KEGG,216,216,GSG_b169840d6f85c293,b169840d6f85c293a89194ca2c2940a3658824e2691b801560dab673d8de9127,1,False
ath04712,Circadian rhythm,KEGG,43,43,GSG_0816adf7e1d04228,0816adf7e1d04228e414c335916a354539d6aaaefbf36d830a03cc1d9b2a625c,1,False
ath04814,Motor proteins,KEGG,82,82,GSG_9349c3eaa68c2da3,9349c3eaa68c2da3b0c7fa0b47af8ff508e52e56aa002a0c6f98132e83a7d4b2,1,False
ath04820,Cytoskeleton in muscle cells,KEGG,8,8,GSG_352c03c02c765dbc,352c03c02c765dbc8679c957d997d4a177e57b4d5cb036f435db4d7e02d54131,1,False
ath04981,Folate transport and metabolism,KEGG,40,40,GSG_5fc91b6c014a0658,5fc91b6c014a0658ed8dd0df879cd6cc7b16c0eb1d0de18d638e97347c1be42e,1,False
ath05100,Bacterial invasion of epithelial cells,KEGG,26,26,GSG_ce6ba1d3fa14a2cf,ce6ba1d3fa14a2cfb5e3125fc694a0bb646db521afd5376e2b50d7bd027fc4ce,1,False
